Nazwa_hotelu,Opis,Kraj,Region,Adresy URL zdjęcia
Hotel Pestana Arena Barcelona,"""Spędź niezapomniany urlop w sercu przepięknej Barcelony i zatop się w jej niepowtarzalnym klimacie! Elegancki hotel z charakterem położony jest blisko wielu atrakcji, zabytków oraz kulturalnych skarbów stolicy Katalonii i wyróżnia się kameralną atmosferą, idealną na chwilę odpoczynku od zgiełku, dzięki czemu jest świetną bazą do zwiedzania miasta. Wygodne pokoje, smaczna kuchnia pełna lokalnych smaków, świetna obsługa i centrum spa z siłownią sprawią, że tutaj czekają na Ciebie wyjątkowe doznania!""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Pestana_Arena_Barcelona.jpg
Hotel Barcelona Condal Mar Affiliated by Meliá,"""Cała Barcelona w zasięgu ręki! Obojętnie czy podróżujesz służbowo, czy przyjechałeś do Barcelony na wakacje tu poczujesz się świetnie i komfortowo! Do dyspozycji Gości jest basen na dachu hotelu z panoramicznym widokiem na miasto, a także całodobowa siłownia oraz łaźnia parowa. Jeśli chcesz wybrać się do centrum, na zwiedzanie słynnych zabytków lub na plażę, wygodnie stąd dotrzesz miejską komunikacją.""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Barcelona_Condal_Mar_Affiliated_by_Meliá.jpg
Hotel H10 Montcada Boutique,"""Jeśli szukasz miejsca, które oczaruje Cię niesamowitym klimatem, kunsztownym wykończeniem wnętrz oraz niesamowitą obsługą, to ten hotel jest strzałem w dziesiątkę! Genialnie położony, blisko najważniejszych architektonicznych perełek Barcelony, oferuje przytulne pokoje, które sprawdzą się na komfortowy wypoczynek po całym dniu zwiedzania pięknych zabytków. Można również zrelaksować się w jacuzzi na dachu, podziwiając jednocześnie fantastyczne widoki na miasto!""",hiszpania,barcelona,hiszpania_barcelona_Hotel_H10_Montcada_Boutique.jpg
Hotel Vilamari,"""Planujesz wyjazd do Barcelony? Zatrzymaj się w eleganckim hotelu położonym niedaleko centrum miasta, doskonale skomunikowanym z największymi atrakcjami stolicy Katalonii. Na miejscu oprócz restauracji serwującej smaczne śniadania i klimatycznego baru z tarasem, do dyspozycji Gości są 2 sale konferencyjne i siłownia. Gustownie urządzone wnętrza wprawiają w dobry nastrój i tworzą przytulną atmosferę, miła i profesjonalna obsługa służy radami i pomocą, a nowoczesne i dobrze wyposażone pokoje zapewniają wygodę i relaks po intensywnie spędzonym dniu – nie czekaj, zarezerwuj swój pobyt już dziś!""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Vilamari.jpg
Hotel Barcelona Condal Mar Affiliated by Meliá,"""Cała Barcelona w zasięgu ręki! Obojętnie czy podróżujesz służbowo, czy przyjechałeś do Barcelony na wakacje tu poczujesz się świetnie i komfortowo! Do dyspozycji Gości jest basen na dachu hotelu z panoramicznym widokiem na miasto, a także całodobowa siłownia oraz łaźnia parowa. Jeśli chcesz wybrać się do centrum, na zwiedzanie słynnych zabytków lub na plażę, wygodnie stąd dotrzesz miejską komunikacją.""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Barcelona_Condal_Mar_Affiliated_by_Meliá.jpg
Hotel Catalonia Square,"""Mieszkaj w centrum i zwiedzaj Barcelonę jak chcesz – nawet na piechotę! Hotel leży w samym sercu miasta, w historycznej i handlowej dzielnicy Barcelony, tuż obok Plaza Catalunya i Paseo de Gracia. W okolicy jest dużo popularnych sklepów i restauracji, a tak słynne miejsca jak Dzielnica Gotycka, Sagrada Familia, Las Ramblas, Casa Batlló czy Park Güell znajdują się w odległości spaceru. Na miejscu na Gości czekają ładnie urządzone pokoje, jadalnia, gdzie podawane są śniadania, a także przyjemnie zaaranżowany basen na tarasie z parasolami i leżakami, gdzie Goście lubią odpoczywać po zwiedzaniu.""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Catalonia_Square.jpg
Hotel Arenas Atiram,"""Wygodna baza do zwiedzania pięknej Barcelony, do której największych atrakcji i ścisłego centrum wygodnie dojedziesz stąd metrem lub autobusem. Funkcjonalnie urządzone pokoje wyposażone są we wszystkie udogodnienia niezbędne do relaksu po dniu wypełnionym intensywnym zwiedzaniem. Na miejscu jest także jadalnia, gdzie podawane jest śniadanie.""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Arenas_Atiram.jpg
Hotel Axel TWO Barcelona,"""Odkryj miasto Gaudíego i idź na całego! Doskonały dla miłośników sztuki i wielbicieli nietuzinkowej architektury – blisko stąd do pięknej kamienicy Casa Batlló, a dłuższym spacerem dojdziesz do znanej na całym świecie bazyliki Sagrada Familia! Tu ziszczą się marzenia o poznaniu Barcelony od podszewki! Gdy jednak przyjdzie czas na odpoczynek, zrelaksuj się w spa lub basenie na dachu i koniecznie podziel się swoimi wrażeniami z innymi. Dedykowany dorosłym Gościom, jest przyjazny społeczności LGBTIQ+ i stanowi świetną bazę wypadową do zwiedzania stolicy Katalonii.""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Axel_TWO_Barcelona.jpg
Hotel Catalonia Square,"""Mieszkaj w centrum i zwiedzaj Barcelonę jak chcesz – nawet na piechotę! Hotel leży w samym sercu miasta, w historycznej i handlowej dzielnicy Barcelony, tuż obok Plaza Catalunya i Paseo de Gracia. W okolicy jest dużo popularnych sklepów i restauracji, a tak słynne miejsca jak Dzielnica Gotycka, Sagrada Familia, Las Ramblas, Casa Batlló czy Park Güell znajdują się w odległości spaceru. Na miejscu na Gości czekają ładnie urządzone pokoje, jadalnia, gdzie podawane są śniadania, a także przyjemnie zaaranżowany basen na tarasie z parasolami i leżakami, gdzie Goście lubią odpoczywać po zwiedzaniu.""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Catalonia_Square.jpg
Hotel H10 Metropolitan,"""Wielokrotnie nagradzany za wysoką jakość usług, fantastycznie położony - w sercu kosmopolitycznej Barcelony, obok Plaça Catalunya, Passeig de Gràcia i Las Ramblas oferuje eleganckie pokoje, restaurację, bary oraz zaciszne tarasy z miejscem do opalania i 2 basenami, z których jeden znajduje się na dachu z panoramicznym widokiem na miasto. Charakteryzuje się gustownym wystrojem wnętrz, który w połączeniu z industrialnym stylem nadaje mu unikalnego charakteru. Doskonała lokalizacja w pobliżu centrów handlowych, sprawia, że to idealny wybór dla osób chcących być blisko najlepszych butików, restauracji i barów, a także głównych atrakcji i historycznego centrum miasta.""",hiszpania,barcelona,hiszpania_barcelona_Hotel_H10_Metropolitan.jpg
Hotel H10 Metropolitan,"""Wielokrotnie nagradzany za wysoką jakość usług, fantastycznie położony - w sercu kosmopolitycznej Barcelony, obok Plaça Catalunya, Passeig de Gràcia i Las Ramblas oferuje eleganckie pokoje, restaurację, bary oraz zaciszne tarasy z miejscem do opalania i 2 basenami, z których jeden znajduje się na dachu z panoramicznym widokiem na miasto. Charakteryzuje się gustownym wystrojem wnętrz, który w połączeniu z industrialnym stylem nadaje mu unikalnego charakteru. Doskonała lokalizacja w pobliżu centrów handlowych, sprawia, że to idealny wybór dla osób chcących być blisko najlepszych butików, restauracji i barów, a także głównych atrakcji i historycznego centrum miasta.""",hiszpania,barcelona,hiszpania_barcelona_Hotel_H10_Metropolitan.jpg
Hotel Vincci Bit,"""Odkryj pulsujące serce Barcelony i wybierz  się do hotelu, gdzie nowoczesny design pełen dzieł najnowszej sztuki, pulsujących neonów i rysunków znanych ilustratorów z różnych zakątków świata spotyka się z niezrównaną gościnnością. Bez względu na to, czy jesteś tutaj na urlopie, czy w sprawach biznesowych, zrelaksuj się w nowoczesnych i eleganckich pokojach, zachwyć panoramą miasta z basenu na dachu oraz spróbuj wyśmienitych dań z awangardowym twistem. Doświadcz esencji Barcelony w nowoczesnym wydaniu, nie rezygnując z tradycyjnego zwiedzania, a nawet wypadu na plażę!""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Vincci_Bit.jpg
Hotel Vincci Bit,"""Odkryj pulsujące serce Barcelony i wybierz  się do hotelu, gdzie nowoczesny design pełen dzieł najnowszej sztuki, pulsujących neonów i rysunków znanych ilustratorów z różnych zakątków świata spotyka się z niezrównaną gościnnością. Bez względu na to, czy jesteś tutaj na urlopie, czy w sprawach biznesowych, zrelaksuj się w nowoczesnych i eleganckich pokojach, zachwyć panoramą miasta z basenu na dachu oraz spróbuj wyśmienitych dań z awangardowym twistem. Doświadcz esencji Barcelony w nowoczesnym wydaniu, nie rezygnując z tradycyjnego zwiedzania, a nawet wypadu na plażę!""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Vincci_Bit.jpg
Hotel Pestana Arena Barcelona,"""Spędź niezapomniany urlop w sercu przepięknej Barcelony i zatop się w jej niepowtarzalnym klimacie! Elegancki hotel z charakterem położony jest blisko wielu atrakcji, zabytków oraz kulturalnych skarbów stolicy Katalonii i wyróżnia się kameralną atmosferą, idealną na chwilę odpoczynku od zgiełku, dzięki czemu jest świetną bazą do zwiedzania miasta. Wygodne pokoje, smaczna kuchnia pełna lokalnych smaków, świetna obsługa i centrum spa z siłownią sprawią, że tutaj czekają na Ciebie wyjątkowe doznania!""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Pestana_Arena_Barcelona.jpg
Hotel Vincci Maritimo,"""Nowoczesny i gustownie urządzony, położony w świetnej lokalizacji która pozwoli jednocześnie cieszyć się spokojną atmosferą i typowo miejskim klimatem. W pobliżu znajdują się restauracje i bary, do piaszczystej plaży Mar Bella łatwo dojść spacerem, a dzięki dobrej komunikacji można swobodnie zwiedzać miasto i odkryć jego najważniejsze punkty. Goście doceniają to miejsce na miłą obsługę, smaczną kuchnię oraz doskonałe zakwaterowanie, chwalą stylowe wnętrza i twierdzą, że tutaj chce się wracać!""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Vincci_Maritimo.jpg
Hotel Best Front Maritim,"""Świetna lokalizacja blisko plaży i stacji metra, która pozwoli szybko dostać się do centrum Barcelony oraz uprzejmy i życzliwy personel to główne atuty tego miejsca. Dobrze sprawdzi się na odprężający urlop lub podróż służbową – na miejscu są do dyspozycji 4 sale konferencyjne. Wygodne pokoje są wyposażone w niezbędne udogodnienia, w tym bezpłatny dostęp do internetu bezprzewodowego i pozwolą naładować baterie po plażowaniu lub zwiedzaniu.""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Best_Front_Maritim.jpg
Hotel INNSiDE Barcelona Apolo,"""Doskonała lokalizacja, niedaleko słynnej ulicy Las Ramblas pełnej sklepów i kafejek, sprawia, że to doskonały wybór dla pragnących poznać tętniącą życiem Barcelonę. Hotel jest świetnie skomunikowany nie tylko ze ścisłym centrum – zaledwie kilka kroków jest do stacji metra i nieco dalej do przystanku autobusowego, dzięki czemu można wygodnie zaplanować zwiedzanie miasta i jego największych atrakcji. Na miejscu jest wiele udogodnień, 2 doskonałe restauracje, bar w lobby oraz nowoczesne i funkcjonalne pokoje. Chwalony za wysoki standard obsługi i doskonałą jakość usług gwarantowaną przez renomowaną sieć Meliá, a także klasyczne, pięknie urządzone wnętrza, które na pewno przypadną do gustu wielbicielom miejskiej elegancji.""",hiszpania,barcelona,hiszpania_barcelona_Hotel_INNSiDE_Barcelona_Apolo.jpg
Occidental Barcelona 1929,"""Kilka kroków do Plaça d'Espanya, przystanku autobusowego i stacji metra… To świetna baza wypadowa do zwiedzania, a całe, doskonale skomunikowane miasto, pozwala na sprawny transport między najważniejszymi atrakcjami! Jeśli lubisz poleniuchować na piasku koniecznie pojedź na plażę – Barcelonetę, a po pełnym wrażeń dniu odpocznij w komfortowych pokojach lub zachwycaj się widokiem z basenu na dachu. Zarezerwuj już dziś swój wymarzony pobyt i odkryj uroki stolicy Katalonii!""",hiszpania,barcelona,hiszpania_barcelona_Occidental_Barcelona_1929.jpg
Hotel Abba Rambla,"""Klimatyczna i przytulna baza wypadowa, doskonała dla miłośników zwiedzania – tu spokojny pobyt połączony z odkrywaniem uroków Barcelony staje się faktem! Typowo miejski, położony w odległości spaceru od historycznego centrum, oferuje wygodne warunki do odprężającego wypoczynku po dniu pełnym poznawczych doznań, w tym komfortowe i dobrze wyposażone pokoje. Chwalony za profesjonalną obsługę, smaczną kuchnię i kameralną atmosferę, dzięki której poczujesz się tu jak we własnym domu, ale w samym sercu hiszpańskiej stolicy – czy może być jeszcze lepiej?""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Abba_Rambla.jpg
Hotel Best Aranea,"""Elegancki, miejski hotel położony kilka minut spacerem od słynnej Sagrada Familia, niedaleko centrum Bracelony z tętniącą życiem ulicą Las Ramblas. Przytulne wnętrza, funkcjonalne pokoje, restauracja i bar, czyli wszystko, co potrzebne do odpoczynku i spokojnego planowania zwiedzania miasta. Polecamy relaks na dachu budynku z zagospodarowanym tarasem – podziwiać stąd można cudowne widoki na największe atrakcje stolicy Katalonii!""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Best_Aranea.jpg
Hotel Abba Rambla,"""Klimatyczna i przytulna baza wypadowa, doskonała dla miłośników zwiedzania – tu spokojny pobyt połączony z odkrywaniem uroków Barcelony staje się faktem! Typowo miejski, położony w odległości spaceru od historycznego centrum, oferuje wygodne warunki do odprężającego wypoczynku po dniu pełnym poznawczych doznań, w tym komfortowe i dobrze wyposażone pokoje. Chwalony za profesjonalną obsługę, smaczną kuchnię i kameralną atmosferę, dzięki której poczujesz się tu jak we własnym domu, ale w samym sercu hiszpańskiej stolicy – czy może być jeszcze lepiej?""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Abba_Rambla.jpg
Occidental Barcelona 1929,"""Kilka kroków do Plaça d'Espanya, przystanku autobusowego i stacji metra… To świetna baza wypadowa do zwiedzania, a całe, doskonale skomunikowane miasto, pozwala na sprawny transport między najważniejszymi atrakcjami! Jeśli lubisz poleniuchować na piasku koniecznie pojedź na plażę – Barcelonetę, a po pełnym wrażeń dniu odpocznij w komfortowych pokojach lub zachwycaj się widokiem z basenu na dachu. Zarezerwuj już dziś swój wymarzony pobyt i odkryj uroki stolicy Katalonii!""",hiszpania,barcelona,hiszpania_barcelona_Occidental_Barcelona_1929.jpg
Hotel Best Aranea,"""Elegancki, miejski hotel położony kilka minut spacerem od słynnej Sagrada Familia, niedaleko centrum Bracelony z tętniącą życiem ulicą Las Ramblas. Przytulne wnętrza, funkcjonalne pokoje, restauracja i bar, czyli wszystko, co potrzebne do odpoczynku i spokojnego planowania zwiedzania miasta. Polecamy relaks na dachu budynku z zagospodarowanym tarasem – podziwiać stąd można cudowne widoki na największe atrakcje stolicy Katalonii!""",hiszpania,barcelona,hiszpania_barcelona_Hotel_Best_Aranea.jpg
Torre Del Mar Hotel,"""Błogi odpoczynek na Ibizie – myślisz, że to niemożliwe? Nic bardziej mylnego! Mamy dla Ciebie świetne miejsce, w którym w ciągu dnia się zrelaksujesz, a wieczorem możesz ruszyć na podbój nocnych klubów! Położony tuż przy morzu i niedaleko klimatycznej Eivissy – stolicy wyspy, gdzie białe uliczki, klimatyczne miejscówki i czarujące smakami restauracje spotyka się co krok. Wystrój hotelu zadowoli miłośników wypoczynku w nowoczesnych i stylowych wnętrzach, duży basen w kształcie laguny, w którego centralnej części wznosi się starożytna wieża pozwoli się odprężyć i podziwiać widok na pobliską Formenterę, a do tego wysokiej klasy udogodnienia, profesjonalne spa i przestronne pokoje, w tym z bocznym widokiem na morze… luksus w czystej postaci!""",hiszpania,ibiza,hiszpania_ibiza_Torre_Del_Mar_Hotel.jpg
Torre Del Mar Hotel,"""Błogi odpoczynek na Ibizie – myślisz, że to niemożliwe? Nic bardziej mylnego! Mamy dla Ciebie świetne miejsce, w którym w ciągu dnia się zrelaksujesz, a wieczorem możesz ruszyć na podbój nocnych klubów! Położony tuż przy morzu i niedaleko klimatycznej Eivissy – stolicy wyspy, gdzie białe uliczki, klimatyczne miejscówki i czarujące smakami restauracje spotyka się co krok. Wystrój hotelu zadowoli miłośników wypoczynku w nowoczesnych i stylowych wnętrzach, duży basen w kształcie laguny, w którego centralnej części wznosi się starożytna wieża pozwoli się odprężyć i podziwiać widok na pobliską Formenterę, a do tego wysokiej klasy udogodnienia, profesjonalne spa i przestronne pokoje, w tym z bocznym widokiem na morze… luksus w czystej postaci!""",hiszpania,ibiza,hiszpania_ibiza_Torre_Del_Mar_Hotel.jpg
Hotel Palladium Palmyra,"""Spędź niezapomniane wakacje na Ibizie! Elegancki i stylowy, tylko dla dorosłych, ma wszystko, czego potrzeba do komfortowego wypoczynku. Odpocznij na piaszczystej plaży tuż przy hotelu lub udaj się na spacer do tętniącego życiem centrum Sant Antoni. Do Ciebie należy wybór czy zrelaksujesz się przy basenie, czy wybierzesz na jedną z legendarnych imprez!""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Palladium_Palmyra.jpg
Hotel Grand Palladium Palace Ibiza Resort & Spa,"""Nowoczesny i komfortowy, położony bezpośrednio przy pięknej, piaszczystej plaży Playa den Bossa – najdłuższej na Ibizie, jest idealnym miejscem na wymarzone wakacje. Zarządzany z dbałością o środowisko naturalne, oferuje wysoki standard serwisu oraz bardzo dobrą jakość usług. Na miejscu moc atrakcji dla dorosłych i dzieci – duże baseny, brodzik, minikluby z profesjonalnymi animatorami i bogata infrastruktura sportowo-rekreacyjna. Profesjonalne spa to świetne miejsce na relaks. Nowoczesny design, baseny z hydromasażem i szeroka oferta zabiegów pozwolą ukoić wszystkie zmysły. Atutem hotelu jest urozmaicona formuła all inclusive z napojami i przekąskami w ciągu dnia, a wygodne i przestronne pokoje wyposażone w wanny z hydromasażem to gwarancja komfortowego wypoczynku po aktywnym dniu.""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Grand_Palladium_Palace_Ibiza_Resort_&_Spa.jpg
Hotel Osiris Ibiza,"""Plażowy hotel w pobliżu atrakcji rozrywkowego San Antonio! Wygodny i zadbany, zaprasza na beztroski wypoczynek w rodzinnej atmosferze. W hotelu jest basen z tarasem do opalania i widokiem na morze oraz kort tenisowy, tylko kilka kroków stąd do plaży. Na miejscu wypożyczalnia rowerów – doskonały pomysł na zwiedzenie okolicy.""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Osiris_Ibiza.jpg
Els Pins Resort & Spa,"""Nowoczesny i minimalistyczny, położony w malowniczej zatoce San Antonio z cudownym widokiem na morze, ma wszystko, czego potrzebujesz, by cieszyć się niesamowitymi wakacjami na Ibizie. Zaprojektowany tak, aby spełnić oczekiwania zarówno par, jak i rodzin z dziećmi, oferuje szereg udogodnień i wakacyjnych atrakcji. Goście mają do dyspozycji aż 3 baseny, w tym 1 przygotowany dla najmłodszych, wygodne i funkcjonalnie urządzone pokoje z dostępem do internetu, a także 2 bary i 2 restauracje, gdzie możesz delektować się pyszną i urozmaiconą kuchnią śródziemnomorską. Z kolei na spragnionych relaksu czeka eleganckie spa z krytym basenem, sauną i bogatą ofertą zabiegów oraz masaży. Do tego doskonała lokalizacja: kilka kroków od plaży z drobnym piaskiem i krystalicznie czystą wodą, blisko popularnego San Antonio pełnego klubów i barów oraz niedaleko wielu atrakcji turystycznych. Zapraszamy na wakacje, na które naprawdę zasługujesz!""",hiszpania,ibiza,hiszpania_ibiza_Els_Pins_Resort_&_Spa.jpg
Hotel Palladium Cala LLonga,"""Rajski zakątek na mapie Ibizy, zlokalizowany w malowniczej okolicy na wzgórzu, skąd roztacza się panoramiczny widok na turkusowe wody Morza Śródziemnego. Relaksuj się na piaszczystej plaży lub odpoczywaj nad basenem, a wieczorem zjedz kolację i wybierz się na romantyczny spacer przy zachodzie słońca. Warto dodać, że ten hotel to propozycja tylko dla dorosłych! Nie zwlekaj i zarezerwuj pobyt, spędzisz tu urlop na własnych zasadach!""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Palladium_Cala_LLonga.jpg
Hotel Palladium Cala LLonga,"""Rajski zakątek na mapie Ibizy, zlokalizowany w malowniczej okolicy na wzgórzu, skąd roztacza się panoramiczny widok na turkusowe wody Morza Śródziemnego. Relaksuj się na piaszczystej plaży lub odpoczywaj nad basenem, a wieczorem zjedz kolację i wybierz się na romantyczny spacer przy zachodzie słońca. Warto dodać, że ten hotel to propozycja tylko dla dorosłych! Nie zwlekaj i zarezerwuj pobyt, spędzisz tu urlop na własnych zasadach!""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Palladium_Cala_LLonga.jpg
Hotel Garbi Ibiza & Spa,"""Stylowy i nowoczesny hotel położony tuż przy pięknej plaży, tętniąca życiem Eivissa na wyciągnięcie ręki i świetnie wyposażone centrum spa to niezawodny przepis na udany urlop! Zadbane baseny zapewnią moc zabawy dla całej rodziny, aromatyczna kuchnia śródziemnomorska zachwyci nawet największych smakoszy, a gustowne pokoje z widokiem na morze wyróżniają się pastelowo-neonowym wystrojem i pozwalają na prawdziwy wypoczynek. Odkryj wszystkie uroki słynnej Ibizy!""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Garbi_Ibiza_&_Spa.jpg
Hotel Palladium Palmyra,"""Spędź niezapomniane wakacje na Ibizie! Elegancki i stylowy, tylko dla dorosłych, ma wszystko, czego potrzeba do komfortowego wypoczynku. Odpocznij na piaszczystej plaży tuż przy hotelu lub udaj się na spacer do tętniącego życiem centrum Sant Antoni. Do Ciebie należy wybór czy zrelaksujesz się przy basenie, czy wybierzesz na jedną z legendarnych imprez!""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Palladium_Palmyra.jpg
Hotel Occidental Ibiza,"""Wygodny hotel gwarantujący udane wakacje dla całej rodziny. Dobrze wyposażony w urządzenia sportowe, jest także świetnym miejscem na aktywny wypoczynek. Przestronne pokoje, wyśmienita obsługa i miła atmosfera, bliskość plaży i morza oraz bogata oferta all inclusive – to kolejne atuty hotelu. Wysoka jakość usług gwarantowana! Hotel sieci Barceló, znanej i popularnej wśród turystów z Polski. W 2022 r. hotel otrzymał ŻAGIEL ITAKI za najwyższą jakość świadczonych usług.""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Occidental_Ibiza.jpg
Hotel THB Los Molinos,"""Spędź niezapomniany urlop w prawdziwej oazie spokoju na wiecznie roztańczonej wyspie! Położony wzdłuż malowniczej wybrzeża Morza Śródziemnego hotel w stylu adults only zapewni Ci relaks, jakiego jeszcze nie doświadczyłeś! Zapierające dech widoki na morze, smaczna kuchnia, wygodne pokoje i świetnie wyposażone centrum spa – każda chwila tutaj jest zaprojektowana tak, aby były to Twoje najlepsze wakacje. Odpocznij przy błyszczącym basenie, wybierz się do urokliwego Starego Miasta lub odkryj tętniące życiem nocne życie wyspy i spraw sobie piękne wspomnienia na lata.""",hiszpania,ibiza,hiszpania_ibiza_Hotel_THB_Los_Molinos.jpg
Hotel Grand Palladium White Island Resort & Spa,"""Luksusowy, pięciogwiazdkowy hotel położony w tętniącej życiem Playa d'en Bossa na Ibizie to idealne miejsce, by doświadczyć wszystkich uroków tej nieprzerwanie roztańczonej wyspy! Oferujący wspaniałe widoki na morze, ten hotel all inclusive zapewnia niezapomniane wrażenia z urlopu – Goście mogą oddać się relaksowi w basenach lub wyciszyć w znakomitym spa, a rozbudowana infrastruktura sportowa zachwyci wszystkich miłośników aktywnego wypoczynku. Ponadto znajduje się tutaj kilka wyjątkowych restauracji, każda oferująca wyborne doznania kulinarne. Niezależnie od tego, czy szukasz romantycznego wypadu, rodzinnego urlopu, czy wakacji pełnych wrażeń, Grand Palladium White Island Resort & Spa to idealne miejsce na tworzenie pięknych wspomnień, które zostaną z Tobą na lata!""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Grand_Palladium_White_Island_Resort_&_Spa.jpg
Hotel Garbi Ibiza & Spa,"""Stylowy i nowoczesny hotel położony tuż przy pięknej plaży, tętniąca życiem Eivissa na wyciągnięcie ręki i świetnie wyposażone centrum spa to niezawodny przepis na udany urlop! Zadbane baseny zapewnią moc zabawy dla całej rodziny, aromatyczna kuchnia śródziemnomorska zachwyci nawet największych smakoszy, a gustowne pokoje z widokiem na morze wyróżniają się pastelowo-neonowym wystrojem i pozwalają na prawdziwy wypoczynek. Odkryj wszystkie uroki słynnej Ibizy!""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Garbi_Ibiza_&_Spa.jpg
Hotel Puchet,"""Idealnie położony, blisko dyskotek i barów San Antonio, a jednocześnie w spokojnym miejscu, gdzie można wypoczywać po nocnych imprezach. Idealnym miejscem na relaks jest hotelowy basen: duży, otoczony drewnianym podestem, z wygodnymi sofami, parasolami i leżakami. Znakomicie dobrana muzyka pozwala w pełni cieszyć się leniwym przedpołudniem i wprawia w dobry nastrój przed wieczornym wyjściem do klubu. Po ostatniej renowacji hotel zyskał nowoczesny, bardzo estetyczny wygląd. Nowocześnie wyposażone pokoje są bardzo zadbane i czyste. Lubiany przez młodych duchem z całego świata za luźną, sympatyczną atmosferę i bardzo dobry serwis. Do każdego posiłku limitowane napoje wliczone są w cenę!""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Puchet.jpg
Hotel Grand Palladium White Island Resort & Spa,"""Luksusowy, pięciogwiazdkowy hotel położony w tętniącej życiem Playa d'en Bossa na Ibizie to idealne miejsce, by doświadczyć wszystkich uroków tej nieprzerwanie roztańczonej wyspy! Oferujący wspaniałe widoki na morze, ten hotel all inclusive zapewnia niezapomniane wrażenia z urlopu – Goście mogą oddać się relaksowi w basenach lub wyciszyć w znakomitym spa, a rozbudowana infrastruktura sportowa zachwyci wszystkich miłośników aktywnego wypoczynku. Ponadto znajduje się tutaj kilka wyjątkowych restauracji, każda oferująca wyborne doznania kulinarne. Niezależnie od tego, czy szukasz romantycznego wypadu, rodzinnego urlopu, czy wakacji pełnych wrażeń, Grand Palladium White Island Resort & Spa to idealne miejsce na tworzenie pięknych wspomnień, które zostaną z Tobą na lata!""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Grand_Palladium_White_Island_Resort_&_Spa.jpg
Hotel Ses Sevines,"""Zaprojektowany w śródziemnomorskim stylu, otoczony zielenią i położony nad brzegiem morza, tuż przy piaszczystej plaży – w tym hotelu odpoczniesz od zgiełku i zapomnisz o troskach! Możesz stąd podziwiać możesz piękne widoki na klimatyczny port i romantyczne zachody słońca, wygodne pokoje są idealnym miejscem na błogi relaks, a zadbane baseny zapewnią Ci bezcenne chwile orzeźwienia w upalne dni. Dzięki licznym aktywnościom przygotowanym przez hotel, od animacji po różnorodne sporty, nie będziesz się tutaj nudził, a niewielka odległość od tętniącego życiem San Antonio pozwoli Ci doświadczyć Ibizy ze wszystkimi jej urokami!""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Ses_Sevines.jpg
Hotel Ses Sevines,"""Zaprojektowany w śródziemnomorskim stylu, otoczony zielenią i położony nad brzegiem morza, tuż przy piaszczystej plaży – w tym hotelu odpoczniesz od zgiełku i zapomnisz o troskach! Możesz stąd podziwiać możesz piękne widoki na klimatyczny port i romantyczne zachody słońca, wygodne pokoje są idealnym miejscem na błogi relaks, a zadbane baseny zapewnią Ci bezcenne chwile orzeźwienia w upalne dni. Dzięki licznym aktywnościom przygotowanym przez hotel, od animacji po różnorodne sporty, nie będziesz się tutaj nudził, a niewielka odległość od tętniącego życiem San Antonio pozwoli Ci doświadczyć Ibizy ze wszystkimi jej urokami!""",hiszpania,ibiza,hiszpania_ibiza_Hotel_Ses_Sevines.jpg
